项目名称,房源描述,建筑面积,户型,楼层,总层数,朝向,建筑年代,单价（元/平米）,总价（万元）,所属学校,距离学校,所在区县,学区内小区个数,普通,小班教学,区重点,体育类,艺术类,语文类,双语,科技类,名校附属,市重点,外语类,室,厅,距离学校_米,房龄,楼层_数值
美都雅苑,"丁桥美都雅苑93方20万精装修大两房朝南客厅送大阳台,低总价",93,2室2厅,中层,15,南向,2008.0,22366,208.0,杭州师范大学附属丁兰实验学校,0.40km,江干,10个小区,1,1,0,0,0,0,0,1,0,0,0,2,2,400.0,18.0,2
美都雅苑,纯西边套南北双阳台户型不要太好!可以直接房东诚心出售,81,3室2厅,中层,11,南北向,2008.0,22222,180.0,杭州师范大学附属丁兰实验学校,0.40km,江干,10个小区,1,1,0,0,0,0,0,1,0,0,0,3,2,400.0,18.0,2
美都雅苑,杭师大附属 公交总站旁!比市场价低15W 房东诚心出售,89,1室2厅,低层,17,东南向,2008.0,16854,150.0,杭州师范大学附属丁兰实验学校,0.40km,江干,10个小区,1,1,0,0,0,0,0,1,0,0,0,1,2,400.0,18.0,1
大塘新村,大塘新村 房东花费25万装修自住 因置换大套所以诚心出售 好,60,2室1厅,高层,5,南北向,1989.0,32652,195.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,800.0,37.0,3
大塘新村,"新挂牌精装两房,全明西边套,房东换房抛售,房子喜欢价能谈",59,2室2厅,中层,7,南北向,1995.0,26981,160.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,800.0,31.0,2
大塘新村,新挂牌!五一新村三房通透户型 全明采光棒 有车位!,89,3室2厅,中层,7,南北向,2000.0,29213,260.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,800.0,26.0,2
友谊新村,"70平米大院比房子还大!保小新上两房东边套,看房方便值得拥有",65,3室2厅,低层,5,南北向,1989.0,49962,325.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,3,2,540.0,37.0,1
友谊新村,"保小新上正气3房,业主诚售,价格可商量!",69,3室1厅,中层,6,南北向,1990.0,42213,290.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,3,1,540.0,36.0,2
钱塘春晓,江南实验 靠地_ 户型方正得房 采光好楼层好 房东诚心急,157,4室2厅,高层,18,南北向,2004.0,36306,570.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,4,2,770.0,22.0,3
钱塘春晓,江南 多层带电梯 87%得房率 送60万自住豪装,138,3室2厅,中层,9,南北向,2000.0,35610,490.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,26.0,2
大塘新村,大塘新村新上好房!shui!楼层!房东置换诚心出售!,48,2室1厅,中层,7,南北向,2000.0,39191,190.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,800.0,26.0,2
大塘新村,随时看房 大塘新村两房朝南!房东诚心卖。刚需小套!价格好谈,62,2室1厅,中层,6,南北向,1998.0,28455,175.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,800.0,28.0,2
友谊新村,"自住豪装带地暖,空调。采光好有院子。家电全送,。",49,2室1厅,低层,4,南北向,1989.0,61475,300.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,2,1,540.0,37.0,1
友谊新村,"保小 ,,精装修3房,看房有钥匙,诚心出售",78,3室2厅,中层,5,南北向,1989.0,46154,360.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,3,2,540.0,37.0,2
美都雅苑,首付63万 20万精装 全明东边套 诚心出售 !,90,2室1厅,中层,15,南北向,2009.0,23111,208.0,杭州师范大学附属丁兰实验学校,0.40km,江干,10个小区,1,1,0,0,0,0,0,1,0,0,0,2,1,400.0,17.0,2
美都雅苑,低于市场价15万 精装修 而且阳台带洗手台 随时看房,87,2室2厅,低层,16,南向,2008.0,21264,185.0,杭州师范大学附属丁兰实验学校,0.40km,江干,10个小区,1,1,0,0,0,0,0,1,0,0,0,2,2,400.0,18.0,1
钱塘春晓,"来过看过就不后悔了,一年出一次的大露台房源,还有车位精装!!",146,3室2厅,低层,11,南北向,2000.0,34932,510.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,26.0,1
大塘新村,大塘新村!新上边套!南北通透!精装修!!房东诚售!,71,2室2厅,中层,7,南北向,2000.0,31690,225.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,800.0,26.0,2
大塘新村,"大塘靠运河上好景观房,采光无遮挡,房东诚心卖,停车好停!!!",69,2室2厅,高层,7,南北向,2000.0,31723,220.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,800.0,26.0,3
大塘新村,新出大塘新村 一南一北南北通透 厨卫全明,58,2室1厅,高层,7,南北向,1996.0,30172,175.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,800.0,30.0,3
大塘新村,"神房,Di于市场价6000/,沿河江景房,精装自住神房",74,3室2厅,高层,7,南北向,1998.0,27174,200.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,800.0,28.0,3
高运莱茵传奇,莱茵传奇 赠送面积多 89方3房2卫 奥体博览城 未来杭州焦点,89,3室2厅,中层,18,南北向,2016.0,29213,260.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,3,2,1110.0,10.0,2
高运莱茵传奇,"莱茵传奇,边套四房,赠送面积大,看房有钥匙",122,4室2厅,高层,18,南向,2016.0,32787,400.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,4,2,1110.0,10.0,3
锦昌文华苑,百闻不如一见!全明户型!南北通透!两房朝南!边套!采光好!,173,3室2厅,高层,13,南北向,2005.0,38080,660.0,卖鱼桥小学文澜校区,1.42km,祥符,16个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1420.0,21.0,3
锦昌文华苑,"大关,锦昌文华,卖小文澜,户型好,四房,双阳台,精装修!",145,4室2厅,高层,13,南向,2006.0,40348,585.0,卖鱼桥小学文澜校区,1.42km,祥符,16个小区,0,1,1,0,0,0,0,0,0,0,0,4,2,1420.0,20.0,3
锦昌文华苑,卖小 两房朝南 全明自住装修 中间楼层 南北通透 没税,115,3室2厅,高层,12,南北向,2005.0,42609,490.0,卖鱼桥小学文澜校区,1.42km,祥符,16个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1420.0,21.0,3
大塘新村,"大塘新村,两房朝南,全明户型,精装修",67,2室2厅,高层,6,南北向,1985.0,41086,277.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,800.0,41.0,3
大塘新村,"小区地理位置好,位于商业圈,交通便利,空间无限",44,2室1厅,中层,6,南北向,2000.0,38864,171.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,800.0,26.0,2
高运莱茵传奇,"莱茵传奇,全明边套,中间楼层,4房2厅2卫,39平方户型",120,4室2厅,中层,18,南北向,2016.0,33333,400.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,4,2,1110.0,10.0,2
高运莱茵传奇,高运莱茵传奇 89送40平户型采光俱佳四房两厅两卫,89,4室2厅,低层,17,南北向,2016.0,39663,353.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,4,2,1110.0,10.0,1
高运莱茵传奇,"莱茵大四房,纯毛坯,送四十方,边套厅朝花园,近期必卖,可看!",119,4室2厅,低层,18,南北向,2016.0,30252,360.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,4,2,1110.0,10.0,1
高运莱茵传奇,莱茵传奇 89方东边套 采光好四房 物业 全明户型,89,4室2厅,低层,20,南北向,2015.0,37079,330.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,4,2,1110.0,11.0,1
锦昌文华苑,"观望是没有结果的,该出手时就出手 这才是硬道理",125,3室2厅,中层,13,南北向,2005.0,45600,570.0,卖鱼桥小学文澜校区,1.42km,祥符,16个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1420.0,21.0,2
锦昌文华苑,"锦昌文华苑,东边套,纯毛坯,户型正气,看房方便,房东诚心卖!",113,3室2厅,高层,11,南北向,2005.0,43852,495.0,卖鱼桥小学文澜校区,1.42km,祥符,16个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1420.0,21.0,3
高运莱茵传奇,"莱茵东边套大四房,122送30方,两房南两房北,诚心置换急抛",122,4室2厅,中层,18,南北向,2016.0,32787,400.0,银河小学教育集团开发区小学,1.11km,萧山,16个小区,1,1,0,0,0,0,0,0,0,0,0,4,2,1110.0,10.0,2
锦昌文华苑,锦昌文华苑 3室2厅2卫 配套成熟,108,3室2厅,高层,6,南北向,2005.0,40617,440.0,卖鱼桥小学文澜校区,1.42km,祥符,16个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1420.0,21.0,3
钱塘春晓,"江南实验,口就在家门口精装大三房,近,南北通透双阳台",157,3室2厅,低层,18,南北向,2007.0,36971,580.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,19.0,1
钱塘春晓,钱塘春晓 精装 三房 板房 小区中间位置 房主,145,3室2厅,低层,15,南北向,2004.0,38036,550.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,22.0,1
钱塘春晓,"钱塘春晓江南实验口精装大三房,南北通透双阳台,小区环境雅",153,3室2厅,低层,27,东向,2000.0,36601,560.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,26.0,1
和睦公寓,"主城区口,申花银泰,两房精装修准现房,月租4千5",69,2室1厅,低层,7,南北向,1997.0,26087,180.0,杭州市莫干山路小学教育集团,0.13km,和睦,5个小区,1,1,0,0,0,0,0,0,0,0,0,2,1,130.0,29.0,1
和睦公寓,"政策已经如此,房价逐渐回升,观望后悔莫及!",79,2室2厅,高层,7,西南向,1984.0,19466,153.0,杭州市莫干山路小学教育集团,0.13km,和睦,5个小区,1,1,0,0,0,0,0,0,0,0,0,2,2,130.0,42.0,3
白塔人家,"从业七年,钟潮:4楼山南人家,三证齐全,南北双阳台,主卧朝南",53,2室1厅,中层,6,南北向,2013.0,33962,180.0,杭州市教育科学研究所附属小学,1.16km,南星,7个小区,1,1,0,0,0,0,0,1,0,0,0,2,1,1160.0,13.0,2
浙大新村,浙大新村 新出 带大院子 户型方正,59,2室2厅,低层,5,南北向,1989.0,68376,400.0,西湖小学教育集团西湖校区,0.89km,西湖,10个小区,0,1,1,0,0,0,1,0,0,0,0,2,2,890.0,37.0,1
浙大新村,求是新上小三房 得房 楼间距大 四楼 双卫 诚心出售,60,3室1厅,中层,5,南北向,1995.0,60833,365.0,西湖小学教育集团西湖校区,0.89km,西湖,10个小区,0,1,1,0,0,0,1,0,0,0,0,3,1,890.0,31.0,2
浙大新村,"新推 求是曙光东山弄新出,院子,户型正气,实惠好房 阳光好",49,1室1厅,低层,5,南北向,1989.0,65306,320.0,西湖小学教育集团西湖校区,0.89km,西湖,10个小区,0,1,1,0,0,0,1,0,0,0,0,1,1,890.0,37.0,1
滨兴小区,网易旁 满两年 口 可以住宅 何必公寓,50,1室1厅,低层,6,南向,2009.0,32000,160.0,杭州滨兴学校,0.28km,长河,5个小区,0,1,1,0,0,0,0,0,0,0,0,1,1,280.0,17.0,1
滨兴小区,"只有一套滨江总价不过200万的,",50,1室1厅,中层,5,南北向,2004.0,33600,168.0,杭州滨兴学校,0.28km,长河,5个小区,0,1,1,0,0,0,0,0,0,0,0,1,1,280.0,22.0,2
滨兴小区,新登记好房 口 诚心出售 随时看房车位,89,3室2厅,中层,6,南向,2005.0,30337,270.0,杭州滨兴学校,0.28km,长河,5个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,280.0,21.0,2
杭齿宿舍,杭齿厂宿舍 2房1厅1卫 育才 回澜初中,67,2室1厅,低层,11,南北向,1993.0,18045,120.0,萧山第一实验小学,0.61km,城厢,3个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,610.0,33.0,1
恩济花苑,"求是竞舟,三房户型,车库另算,出门就是和口",86,3室2厅,高层,6,南北向,2002.0,37209,320.0,求是教育集团竞舟小学,0.44km,西湖,8个小区,0,1,1,0,0,0,1,0,0,0,0,3,2,440.0,24.0,3
蓝天城市花园,新上好房 1房朝南 1房朝北 厨卫全明 小区景观好 南北通透,83,2室1厅,高层,7,南北向,2006.0,26503,220.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,1030.0,20.0,3
钱塘春晓,"大四房,江南实验,口",157,4室2厅,高层,18,南北向,2006.0,35664,560.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,4,2,770.0,20.0,3
灯塔豪园,城北体育公园 五号线 地段好 房子户型佳,65,2室1厅,中层,18,南北向,2012.0,30769,200.0,杭州市长青小学,0.97km,三塘,16个小区,1,0,0,0,0,0,0,1,0,0,0,2,1,970.0,14.0,2
灯塔豪园,"这套房子要给82分,还有12分我请以666的形式给我。速电!",88,2室2厅,中层,18,南北向,2013.0,33523,295.0,杭州市长青小学,0.97km,三塘,16个小区,1,0,0,0,0,0,0,1,0,0,0,2,2,970.0,13.0,2
恩济花苑,"恩济花园,房东公司需要资金周转,2015年40万精装修急 售",77,2室2厅,中层,6,南北向,2002.0,41558,320.0,求是教育集团竞舟小学,0.44km,西湖,8个小区,0,1,1,0,0,0,1,0,0,0,0,2,2,440.0,24.0,2
蓝天城市花园,"闸弄口500米,精装修40万,2房全明户型,首付3成",93,3室2厅,低层,7,南向,2006.0,32189,300.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,1
蓝天城市花园,蓝天城市花园新上大 户型正气 诚心出售 低于市场价3千!,140,3室2厅,高层,13,南北向,2006.0,29429,412.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,3
钱塘春晓,钱塘春晓 口 精装修4室 看房方便,158,4室2厅,低层,11,南北向,2000.0,38076,600.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,4,2,770.0,26.0,1
钱塘春晓,"小高层,飞机户型。三开间朝南,前后无遮挡,精装修,房子有车位",158,3室2厅,高层,18,南北向,2000.0,35127,555.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,26.0,3
钱塘春晓,"钱塘春晓江南实验口精装大三房,南北通透双阳台,小区环境雅",153,3室2厅,低层,27,东向,2000.0,36601,560.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,26.0,1
灯塔豪园,灯塔豪园 年轻人的氧吧 城北公园30米 再交轨交口 装修2年,86,5室2厅,低层,18,南向,2012.0,34155,295.0,杭州市长青小学,0.97km,三塘,16个小区,1,0,0,0,0,0,0,1,0,0,0,5,2,970.0,14.0,1
灯塔豪园,灯塔豪园精装修两房南诚心出售长青风帆双可,64,2室2厅,低层,18,南北向,2005.0,29688,190.0,杭州市长青小学,0.97km,三塘,16个小区,1,0,0,0,0,0,0,1,0,0,0,2,2,970.0,21.0,1
灯塔豪园,"急用钱,两房和客厅朝南,有车位,长青风帆,5号线",65,2室2厅,低层,11,南向,2012.0,32000,208.0,杭州市长青小学,0.97km,三塘,16个小区,1,0,0,0,0,0,0,1,0,0,0,2,2,970.0,14.0,1
天赐苑,莫衙营5号线天赐苑全明户型!两房朝南!楼层好!,72,2室1厅,高层,7,南北向,1997.0,33010,238.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,2,1,40.0,29.0,3
天赐苑,天赐苑全明西边套 两房朝南 精装修 房东诚心出售 看房方便的,76,2室2厅,高层,7,南北向,2000.0,32826,250.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,2,2,40.0,26.0,3
蓝天城市花园,蓝天新上房源 一梯两户 精致两房 户型正气 业主诚售 可谈,78,2室2厅,中层,7,南北向,2006.0,28809,225.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,1030.0,20.0,2
天赐苑,建国莫衙营 2房朝南全明南北通透 价格可谈 2楼单价,71,2室1厅,中层,7,南北向,1998.0,28169,200.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,2,1,40.0,28.0,2
天赐苑,天赐苑房龄新南北通透户型正气面积小总价低诚心出售,34,1室1厅,低层,7,南北向,2000.0,36982,125.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,1,1,40.0,26.0,1
天赐苑,"体育场路闹市新出,天赐苑改善大三房,全明边套,双阳台",105,3室2厅,中层,7,南北向,2000.0,30000,315.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,3,2,40.0,26.0,2
蓝天城市花园,蓝天城市花园 新挂牌精装三房 客厅朝南带阳台 一梯两户 诚卖,130,3室2厅,高层,6,南北向,2006.0,38077,495.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,3
蓝天城市花园,蓝天城市花园 房东专门委托我帮他卖 228万还储藏室 急售,78,3室2厅,低层,6,南北向,2006.0,29344,228.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,1
钱塘春晓,"心动价格,心仪房,心动不如行动吧!",145,3室2厅,高层,13,南北向,2005.0,38036,550.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,21.0,3
钱塘春晓,江南实验 大三房 带自住装修 户型正气 南北通透 双阳台,157,3室2厅,中层,11,南北向,2005.0,36971,580.0,江南实验学校教育集团小学部,0.77km,西兴,13个小区,0,0,1,0,0,0,0,0,1,0,0,3,2,770.0,21.0,2
杭钢南苑,新上1楼送25方院子 前无遮挡 采光没问题 南北通透,56,2室2厅,低层,5,南向,1995.0,26786,150.0,省教科院附属小学(钢苑校区),0.32km,半山,4个小区,1,1,0,0,0,0,0,0,0,0,0,2,2,320.0,31.0,1
天赐苑,莫衙营5号线口 双卧朝南 全明西边套 98年房龄 采光好,71,2室2厅,高层,7,南向,1997.0,37907,268.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,2,2,40.0,29.0,3
天赐苑,市区次新小区天赐苑小区菜场旁2房朝南全明户型、闹中取静的位置,72,2室1厅,高层,7,南北向,1997.0,33010,238.0,杭州市永天实验小学,0.04km,下城,7个小区,1,1,0,0,0,0,0,0,0,0,0,2,1,40.0,29.0,3
蓝天城市花园,蓝天跃层 上下2层 可以做5房 口 实际面积150多方,85,5室2厅,高层,7,南向,2006.0,28116,240.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,5,2,1030.0,20.0,3
大塘新村,大塘新村 豪华装修 户型正气 家具家电全送,74,2室2厅,中层,7,南北向,2000.0,26277,195.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,800.0,26.0,2
平安居,05年次新房龄 长寿桥 精装修 可!!!,42,2室1厅,中层,18,南向,2008.0,42857,180.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,2,1,200.0,18.0,2
平安居,"05年次新电梯房,长寿桥学园,朝南标准一室一厅,可改小两房。",41,1室1厅,中层,18,南向,2005.0,43817,180.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,1,1,200.0,21.0,2
平安居,"长寿春蕾,标准两房,全明户型,采光,平安居三华园百井坊",42,2室1厅,高层,7,南向,2008.0,39090,165.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,2,1,200.0,18.0,3
平安居,长寿桥春蕾双 凤起路口 05年次新房 延安路繁华区块,131,3室2厅,高层,22,南北向,2006.0,41221,540.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,3,2,200.0,20.0,3
蓝天城市花园,蓝天城市花园 三室两厅 房东自住3年精装修! 高!!!,94,3室2厅,中层,7,南北向,2006.0,29787,280.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,2
大塘新村,"运河景观房 2房2厅格局 2房朝南,精致装修 全明边套",45,2室1厅,中层,7,南北向,2010.0,42921,191.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,800.0,16.0,2
杭钢南苑,"交通便捷,品质小区,南北通透 采光好成熟社区",58,2室1厅,中层,6,南北向,1982.0,26747,155.0,省教科院附属小学(钢苑校区),0.32km,半山,4个小区,1,1,0,0,0,0,0,0,0,0,0,2,1,320.0,44.0,2
北落马营,设计院的房子 南北通透 全明采光好 房东 可!!,59,2室1厅,中层,6,南北向,1989.0,41012,240.0,金都天长小学,0.07km,紫阳,6个小区,0,1,1,0,0,0,1,0,0,0,0,2,1,70.0,37.0,2
平安居,中山北路屏风街百井坊巷武林商圈高层电梯房东西通透,58,2室1厅,中层,18,东西向,2006.0,34483,200.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,2,1,200.0,20.0,2
平安居,"05年商品房,长寿桥,50万精装修",163,3室2厅,中层,18,南北向,2005.0,33042,540.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,3,2,200.0,21.0,2
大塘新村,"大塘新出好房,带30平方院子,可改3房,精装修,采光好",80,2室2厅,低层,6,南北向,1989.0,39375,315.0,杭州市江心岛小学,0.80km,下城,12个小区,0,1,1,0,0,0,0,0,0,0,0,2,2,800.0,37.0,1
北落马营,雄镇楼 北落马营 两室一厅 主卧朝南 好房 看房方便,62,2室1厅,高层,6,南北向,1989.0,35755,220.0,金都天长小学,0.07km,紫阳,6个小区,0,1,1,0,0,0,1,0,0,0,0,2,1,70.0,37.0,3
北落马营,"店长!好房,一套值得你拥有的房子,赶快吧!.",40,1室1厅,低层,7,西向,1992.0,36250,145.0,金都天长小学,0.07km,紫阳,6个小区,0,1,1,0,0,0,1,0,0,0,0,1,1,70.0,34.0,1
友谊新村,"保小新上正气两房朝南方正户型,业主自住30万精装修,无暂",72,2室2厅,中层,6,南北向,1989.0,41626,300.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,2,2,540.0,37.0,2
平安居,长寿桥小套 精装修 电梯房 2007年 繁华地段,48,1室1厅,高层,18,西向,2006.0,52830,252.0,杭州市长寿桥小学凤起校区,0.20km,下城,11个小区,0,1,0,0,0,0,0,0,0,1,0,1,1,200.0,20.0,3
蓝天城市花园,新上好房 3个房间朝南 客厅朝东和朝北都有窗户 全明东边套,128,3室2厅,高层,18,南向,2006.0,27357,350.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,3
友谊新村,"一楼带30平方大院子,35万豪华装修三房户型保小本部自己都可",82,3室1厅,低层,5,南北向,1990.0,50307,410.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,3,1,540.0,36.0,1
友谊新村,保小 两房朝南 阳光正气 送30方大院子 看房方便 房东诚售,60,2室1厅,低层,5,南北向,1995.0,45274,273.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,2,1,540.0,31.0,1
友谊新村,"保小,友谊新村,两房朝南,户型正气 全明, 一梯两户,东边套",70,3室1厅,中层,6,南北向,1989.0,48350,340.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,3,1,540.0,37.0,2
友谊新村,"正对小区公园,清爽装修,南北通透的户型,置换新房,诚售!",56,2室1厅,高层,6,南北向,1989.0,40904,228.0,杭州市保_塔实验学校,0.54km,西湖,18个小区,0,1,0,0,0,0,1,0,1,1,0,2,1,540.0,37.0,3
蓝天城市花园,好房子哪里有 找来找去原来在这里 快点击进来 这里有的你挑,130,3室2厅,低层,18,南北向,2006.0,23692,308.0,杭州天杭教育集团天杭实验学校,1.03km,三里亭,20个小区,0,1,1,0,0,0,0,0,0,0,0,3,2,1030.0,20.0,1
义井巷社区,西湖大道市三旁义井巷 精装三房室 全明 边套 楼层阳光好诚卖,77,3室1厅,中层,7,南北向,1995.0,42443,328.0,杭州市回族穆兴小学,0.34km,上城,10个小区,1,1,0,0,0,0,1,0,0,0,0,3,1,340.0,31.0,2
圣苑,圣苑小区 三房两厅两卫 全明户型 纯边套户型 不沿街不靠马路,128,3室2厅,高层,18,南向,2008.0,50781,650.0,杭州市学军小学紫金港校区,0.24km,西湖,3个小区,0,1,0,0,0,0,0,0,1,1,0,3,2,240.0,18.0,3
大关南七苑,"真实价格:大关南苑少有好楼层,精美装修,全明户型采光佳",59,2室1厅,高层,6,南向,2000.0,27612,162.0,杭州市德胜小学教育集团德胜校区,0.26km,上塘,11个小区,0,1,1,0,0,0,0,0,0,0,0,2,1,260.0,26.0,3
义井巷社区,西湖大道 义井巷 标准一室一厅 总价低 过渡好房 !,44,1室1厅,高层,7,南北向,1996.0,29025,128.0,杭州市回族穆兴小学,0.34km,上城,10个小区,1,1,0,0,0,0,1,0,0,0,0,1,1,340.0,30.0,3
万家花城,12年次新房 精装修 户型正气 随时看房 。。,90,3室2厅,高层,25,南北向,2009.0,37556,338.0,大关小学教育集团申花校区,0.69km,西湖,8个小区,1,1,0,0,1,0,0,0,0,0,0,3,2,690.0,17.0,3
万家花城,新上房源 万家花城 城西银泰旁 随时看房,152,3室2厅,高层,18,南北向,2009.0,41447,630.0,大关小学教育集团申花校区,0.69km,西湖,8个小区,1,1,0,0,1,0,0,0,0,0,0,3,2,690.0,17.0,3
万家花城,12年次新房 精装修 户型正气 随时看房 。。,90,3室2厅,高层,25,南北向,2009.0,37556,338.0,大关小学教育集团申花校区,0.69km,西湖,8个小区,1,1,0,0,1,0,0,0,0,0,0,3,2,690.0,17.0,3
圣苑,"89方大2房,30万装修全送,全名户型,低首付,好房诚售",89,2室2厅,高层,11,南北向,2007.0,56742,505.0,杭州市学军小学紫金港校区,0.24km,西湖,3个小区,0,1,0,0,0,0,0,0,1,1,0,2,2,240.0,19.0,3
